time_s,position_rad,torque_Nm
10.53500,4.284,0.336
10.54000,4.287,0.284
10.54500,4.290,0.231
10.55000,4.292,0.179
10.55500,4.295,0.126
10.56000,4.298,0.073
10.56500,4.301,0.019
10.57000,4.303,-0.034
10.57500,4.306,-0.087
10.58000,4.308,-0.140
10.58500,4.311,-0.193
10.59000,4.314,-0.246
10.59500,4.316,-0.298
10.60000,4.319,-0.351
10.60500,4.321,-0.402
10.61000,4.324,-0.454
10.61500,4.327,-0.504
10.62000,4.329,-0.554
10.62500,4.331,-0.604
10.63000,4.333,-0.652
10.63500,4.336,-0.700
10.64000,4.338,-0.747
10.64500,4.340,-0.793
10.65000,4.343,-0.838
10.65500,4.345,-0.882
10.66000,4.347,-0.925
10.66500,4.350,-0.967
10.67000,4.352,-1.007
10.67500,4.354,-1.046
10.68000,4.356,-1.084
10.68500,4.358,-1.120
10.69000,4.359,-1.156
10.69500,4.359,-1.189
10.70000,4.360,-1.221
10.70500,4.360,-1.252
10.71000,4.361,-1.281
10.71500,4.362,-1.308
10.72000,4.363,-1.333
10.72500,4.365,-1.357
10.73000,4.365,-1.379
10.73500,4.366,-1.400
10.74000,4.367,-1.418
10.74500,4.366,-1.435
10.75000,4.367,-1.450
10.75500,4.366,-1.463
10.76000,4.366,-1.474
10.76500,4.365,-1.483
10.77000,4.365,-1.490
10.77500,4.365,-1.495
10.78000,4.364,-1.499
10.78500,4.364,-1.500
10.79000,4.363,-1.499
10.79500,4.362,-1.497
10.80000,4.361,-1.492
10.80500,4.360,-1.486
10.81000,4.358,-1.477
10.81500,4.357,-1.467
10.82000,4.355,-1.455
10.82500,4.353,-1.440
10.83000,4.352,-1.424
10.83500,4.350,-1.406
10.84000,4.349,-1.386
10.84500,4.347,-1.364
10.85000,4.345,-1.341
10.85500,4.343,-1.316
10.86000,4.342,-1.288
10.86500,4.339,-1.260
10.87000,4.337,-1.229
10.87500,4.334,-1.197
10.88000,4.332,-1.163
10.88500,4.330,-1.128
10.89000,4.327,-1.091
10.89500,4.325,-1.053
10.90000,4.323,-1.013
10.90500,4.320,-0.972
10.91000,4.318,-0.930
10.91500,4.315,-0.886
10.92000,4.312,-0.841
10.92500,4.310,-0.795
10.93000,4.307,-0.748
10.93500,4.304,-0.700
10.94000,4.301,-0.651
10.94500,4.298,-0.601
10.95000,4.295,-0.550
10.95500,4.292,-0.498
10.96000,4.290,-0.446
10.96500,4.287,-0.393
10.97000,4.284,-0.340
10.97500,4.281,-0.286
10.98000,4.278,-0.232
10.98500,4.275,-0.177
10.99000,4.272,-0.122
10.99500,4.269,-0.067
11.00000,4.266,-0.012
11.00500,4.263,0.043
11.01000,4.260,0.099
11.01500,4.257,0.154
11.02000,4.254,0.209
11.02500,4.251,0.263
11.03000,4.248,0.318
11.03500,4.245,0.372
11.04000,4.242,0.425
11.04500,4.239,0.478
11.05000,4.236,0.530
11.05500,4.233,0.582
11.06000,4.230,0.632
11.06500,4.227,0.682
11.07000,4.224,0.731
11.07500,4.222,0.779
11.08000,4.219,0.826
11.08500,4.216,0.872
11.09000,4.213,0.917
11.09500,4.211,0.960
11.10000,4.208,1.002
11.10500,4.207,1.043
11.11000,4.204,1.083
11.11500,4.202,1.120
11.12000,4.200,1.157
11.12500,4.199,1.191
11.13000,4.197,1.225
11.13500,4.195,1.256
11.14000,4.194,1.286
11.14500,4.192,1.313
11.15000,4.191,1.340
11.15500,4.190,1.364
11.16000,4.189,1.386
11.16500,4.189,1.407
11.17000,4.188,1.425
11.17500,4.187,1.442
11.18000,4.187,1.456
11.18500,4.187,1.469
11.19000,4.187,1.479
11.19500,4.187,1.487
11.20000,4.187,1.494
11.20500,4.187,1.498
11.21000,4.187,1.500
11.21500,4.188,1.500
11.22000,4.188,1.498
11.22500,4.189,1.493
11.23000,4.190,1.487
11.23500,4.190,1.479
11.24000,4.191,1.468
11.24500,4.192,1.455
11.25000,4.193,1.441
11.25500,4.195,1.424
11.26000,4.195,1.405
11.26500,4.197,1.384
11.27000,4.198,1.362
11.27500,4.200,1.337
11.28000,4.201,1.310
11.28500,4.202,1.282
11.29000,4.204,1.252
11.29500,4.205,1.220
11.30000,4.207,1.186
11.30500,4.208,1.150
11.31000,4.210,1.113
11.31500,4.212,1.074
11.32000,4.214,1.034
11.32500,4.216,0.992
11.33000,4.218,0.949
11.33500,4.220,0.904
11.34000,4.222,0.858
11.34500,4.224,0.811
11.35000,4.226,0.763
11.35500,4.228,0.713
11.36000,4.230,0.663
11.36500,4.232,0.611
11.37000,4.235,0.559
11.37500,4.237,0.506
11.38000,4.239,0.452
11.38500,4.241,0.397
11.39000,4.243,0.342
11.39500,4.245,0.286
11.40000,4.248,0.230
11.40500,4.250,0.173
11.41000,4.252,0.116
11.41500,4.254,0.059
11.42000,4.257,0.002
11.42500,4.259,-0.055
11.43000,4.261,-0.112
11.43500,4.263,-0.169
11.44000,4.265,-0.226
11.44500,4.268,-0.283
11.45000,4.270,-0.339
11.45500,4.272,-0.394
11.46000,4.274,-0.449
11.46500,4.276,-0.504
11.47000,4.278,-0.557
11.47500,4.280,-0.610
11.48000,4.282,-0.662
11.48500,4.284,-0.713
11.49000,4.286,-0.763
11.49500,4.288,-0.812
11.50000,4.290,-0.860
11.50500,4.292,-0.907
11.51000,4.294,-0.952
11.51500,4.296,-0.996
11.52000,4.297,-1.038
11.52500,4.299,-1.079
11.53000,4.299,-1.118
11.53500,4.299,-1.156
11.54000,4.299,-1.192
11.54500,4.300,-1.226
11.55000,4.301,-1.258
11.55500,4.301,-1.289
11.56000,4.302,-1.317
11.56500,4.303,-1.344
11.57000,4.303,-1.369
11.57500,4.304,-1.391
11.58000,4.304,-1.412
11.58500,4.304,-1.430
11.59000,4.304,-1.447
11.59500,4.304,-1.461
11.60000,4.304,-1.473
11.60500,4.302,-1.483
11.61000,4.302,-1.491
11.61500,4.301,-1.496
11.62000,4.301,-1.499
11.62500,4.299,-1.500
11.63000,4.298,-1.499
11.63500,4.297,-1.495
11.64000,4.296,-1.489
11.64500,4.294,-1.481
11.65000,4.293,-1.471
11.65500,4.291,-1.458
11.66000,4.290,-1.443
11.66500,4.288,-1.427
11.67000,4.286,-1.407
11.67500,4.285,-1.386
11.68000,4.283,-1.363
11.68500,4.281,-1.337
11.69000,4.279,-1.310
11.69500,4.277,-1.281
11.70000,4.274,-1.249
11.70500,4.272,-1.216
11.71000,4.270,-1.181
11.71500,4.268,-1.144
11.72000,4.265,-1.105
11.72500,4.263,-1.064
11.73000,4.260,-1.022
11.73500,4.258,-0.979
11.74000,4.255,-0.933
11.74500,4.253,-0.887
11.75000,4.250,-0.839
11.75500,4.247,-0.790
11.76000,4.244,-0.739
11.76500,4.241,-0.687
11.77000,4.239,-0.635
11.77500,4.236,-0.581
11.78000,4.233,-0.526
11.78500,4.230,-0.471
11.79000,4.227,-0.414
11.79500,4.224,-0.357
11.80000,4.221,-0.300
11.80500,4.218,-0.242
11.81000,4.215,-0.184
11.81500,4.212,-0.125
11.82000,4.209,-0.066
11.82500,4.206,-0.007
11.83000,4.203,0.052
11.83500,4.200,0.111
11.84000,4.197,0.170
11.84500,4.194,0.228
11.85000,4.191,0.287
11.85500,4.187,0.344
11.86000,4.185,0.402
11.86500,4.182,0.458
11.87000,4.179,0.515
11.87500,4.176,0.570
11.88000,4.172,0.624
11.88500,4.169,0.678
11.89000,4.167,0.730
11.89500,4.164,0.781
11.90000,4.161,0.831
11.90500,4.158,0.880
11.91000,4.156,0.927
11.91500,4.153,0.973
11.92000,4.151,1.018
11.92500,4.148,1.061
11.93000,4.146,1.102
11.93500,4.144,1.142
11.94000,4.142,1.179
11.94500,4.141,1.215
11.95000,4.139,1.249
11.95500,4.137,1.281
11.96000,4.136,1.311
11.96500,4.134,1.339
11.97000,4.133,1.365
11.97500,4.133,1.389
11.98000,4.132,1.410
11.98500,4.131,1.429
11.99000,4.131,1.446
11.99500,4.130,1.461
12.00000,4.130,1.473
12.00500,4.130,1.483
12.01000,4.130,1.491
12.01500,4.130,1.496
12.02000,4.130,1.499
12.02500,4.130,1.500
12.03000,4.131,1.498
12.03500,4.131,1.494
12.04000,4.132,1.487
12.04500,4.133,1.478
12.05000,4.134,1.467
12.05500,4.135,1.453
12.06000,4.136,1.437
12.06500,4.137,1.418
12.07000,4.138,1.398
12.07500,4.139,1.375
12.08000,4.141,1.349
12.08500,4.142,1.322
12.09000,4.143,1.293
12.09500,4.145,1.261
12.10000,4.146,1.227
12.10500,4.148,1.192
12.11000,4.150,1.154
12.11500,4.152,1.115
12.12000,4.153,1.073
12.12500,4.156,1.030
12.13000,4.157,0.985
12.13500,4.159,0.939
12.14000,4.161,0.891
12.14500,4.163,0.842
12.15000,4.165,0.791
12.15500,4.167,0.739
12.16000,4.169,0.686
12.16500,4.171,0.631
12.17000,4.174,0.576
12.17500,4.176,0.519
12.18000,4.178,0.462
12.18500,4.180,0.404
12.19000,4.182,0.345
12.19500,4.185,0.286
12.20000,4.187,0.226
12.20500,4.189,0.166
12.21000,4.191,0.105
12.21500,4.194,0.044
12.22000,4.196,-0.017
12.22500,4.198,-0.077
12.23000,4.200,-0.138
12.23500,4.203,-0.199
12.24000,4.205,-0.259
12.24500,4.207,-0.319
12.25000,4.209,-0.378
12.25500,4.212,-0.437
12.26000,4.213,-0.495
12.26500,4.215,-0.552
12.27000,4.218,-0.608
12.27500,4.220,-0.664
12.28000,4.222,-0.718
12.28500,4.224,-0.771
12.29000,4.226,-0.823
12.29500,4.228,-0.873
12.30000,4.230,-0.922
12.30500,4.231,-0.970
12.31000,4.233,-1.016
12.31500,4.235,-1.060
12.32000,4.237,-1.102
12.32500,4.238,-1.143
12.33000,4.239,-1.182
12.33500,4.239,-1.219
12.34000,4.238,-1.253
12.34500,4.238,-1.286
12.35000,4.239,-1.317
12.35500,4.240,-1.345
12.36000,4.240,-1.371
12.36500,4.241,-1.395
12.37000,4.241,-1.416
12.37500,4.241,-1.435
12.38000,4.241,-1.452
12.38500,4.241,-1.466
12.39000,4.241,-1.478
12.39500,4.241,-1.487
12.40000,4.240,-1.494
12.40500,4.239,-1.498
12.41000,4.238,-1.500
12.41500,4.238,-1.499
12.42000,4.236,-1.496
12.42500,4.235,-1.490
12.43000,4.234,-1.481
12.43500,4.232,-1.470
12.44000,4.231,-1.457
12.44500,4.229,-1.441
12.45000,4.227,-1.423
12.45500,4.225,-1.402
12.46000,4.223,-1.378
12.46500,4.221,-1.353
12.47000,4.219,-1.325
12.47500,4.218,-1.295
12.48000,4.215,-1.262
12.48500,4.213,-1.228
12.49000,4.211,-1.191
12.49500,4.208,-1.152
12.50000,4.206,-1.111
12.50500,4.203,-1.069
12.51000,4.201,-1.024
12.51500,4.198,-0.978
12.52000,4.195,-0.930
12.52500,4.193,-0.880
12.53000,4.190,-0.829
12.53500,4.187,-0.776
12.54000,4.184,-0.722
12.54500,4.182,-0.667
12.55000,4.179,-0.611
12.55500,4.176,-0.553
12.56000,4.173,-0.495
12.56500,4.170,-0.436
12.57000,4.167,-0.375
12.57500,4.164,-0.315
12.58000,4.161,-0.253
12.58500,4.158,-0.191
12.59000,4.155,-0.129
12.59500,4.152,-0.067
12.60000,4.149,-0.004
12.60500,4.146,0.058
12.61000,4.143,0.121
12.61500,4.140,0.183
12.62000,4.137,0.245
12.62500,4.134,0.307
12.63000,4.131,0.368
12.63500,4.128,0.429
12.64000,4.125,0.488
12.64500,4.122,0.547
12.65000,4.119,0.605
12.65500,4.116,0.662
12.66000,4.113,0.718
12.66500,4.110,0.773
12.67000,4.107,0.826
12.67500,4.105,0.878
12.68000,4.102,0.928
12.68500,4.099,0.976
12.69000,4.096,1.023
12.69500,4.094,1.069
12.70000,4.092,1.112
12.70500,4.090,1.153
12.71000,4.088,1.193
12.71500,4.086,1.230
12.72000,4.084,1.265
12.72500,4.082,1.298
12.73000,4.081,1.328
12.73500,4.079,1.356
12.74000,4.077,1.382
12.74500,4.077,1.406
12.75000,4.075,1.426
12.75500,4.075,1.445
12.76000,4.074,1.460
12.76500,4.073,1.474
12.77000,4.073,1.484
12.77500,4.073,1.492
12.78000,4.073,1.497
12.78500,4.073,1.500
12.79000,4.073,1.500
12.79500,4.073,1.497
12.80000,4.073,1.491
12.80500,4.073,1.483
12.81000,4.074,1.472
12.81500,4.075,1.459
12.82000,4.075,1.443
12.82500,4.076,1.424
12.83000,4.077,1.403
12.83500,4.078,1.379
12.84000,4.080,1.352
12.84500,4.081,1.324
12.85000,4.082,1.292
12.85500,4.083,1.259
12.86000,4.084,1.223
12.86500,4.086,1.185
12.87000,4.087,1.145
12.87500,4.089,1.103
12.88000,4.090,1.058
12.88500,4.092,1.012
12.89000,4.094,0.964
12.89500,4.095,0.914
12.90000,4.097,0.863
12.90500,4.099,0.809
12.91000,4.101,0.755
12.91500,4.102,0.699
12.92000,4.105,0.642
12.92500,4.106,0.583
12.93000,4.108,0.523
12.93500,4.110,0.463
12.94000,4.112,0.401
12.94500,4.114,0.339
12.95000,4.116,0.276
12.95500,4.118,0.213
12.96000,4.120,0.149
12.96500,4.122,0.085
12.97000,4.124,0.021
12.97500,4.126,-0.043
12.98000,4.128,-0.108
12.98500,4.129,-0.172
12.99000,4.132,-0.235
12.99500,4.134,-0.299
13.00000,4.136,-0.362
13.00500,4.137,-0.424
13.01000,4.139,-0.485
13.01500,4.141,-0.546
13.02000,4.143,-0.605
13.02500,4.145,-0.664
13.03000,4.147,-0.721
13.03500,4.149,-0.777
13.04000,4.150,-0.832
13.04500,4.152,-0.885
13.05000,4.154,-0.936
13.05500,4.156,-0.986
13.06000,4.157,-1.033
13.06500,4.159,-1.079
13.07000,4.161,-1.123
13.07500,4.162,-1.165
13.08000,4.164,-1.205
13.08500,4.164,-1.242
13.09000,4.163,-1.278
13.09500,4.162,-1.310
13.10000,4.162,-1.341
13.10500,4.163,-1.369
13.11000,4.164,-1.394
13.11500,4.164,-1.417
13.12000,4.165,-1.437
13.12500,4.166,-1.454
13.13000,4.167,-1.469
13.13500,4.167,-1.480
13.14000,4.166,-1.489
13.14500,4.166,-1.496
13.15000,4.166,-1.499
13.15500,4.165,-1.500
13.16000,4.164,-1.498
13.16500,4.163,-1.493
13.17000,4.162,-1.485
13.17500,4.161,-1.474
13.18000,4.160,-1.461
13.18500,4.159,-1.445
13.19000,4.157,-1.426
13.19500,4.156,-1.404
13.20000,4.154,-1.380
13.20500,4.152,-1.353
13.21000,4.151,-1.323
13.21500,4.149,-1.291
13.22000,4.148,-1.257
13.22500,4.146,-1.220
13.23000,4.144,-1.180
13.23500,4.142,-1.139
13.24000,4.140,-1.095
13.24500,4.138,-1.049
13.25000,4.136,-1.001
13.25500,4.134,-0.952
13.26000,4.131,-0.900
13.26500,4.129,-0.847
13.27000,4.127,-0.792
13.27500,4.125,-0.735
13.28000,4.122,-0.677
13.28500,4.120,-0.618
13.29000,4.118,-0.557
13.29500,4.115,-0.496
13.30000,4.113,-0.433
13.30500,4.110,-0.370
13.31000,4.108,-0.305
13.31500,4.106,-0.241
13.32000,4.103,-0.175
13.32500,4.100,-0.110
13.33000,4.098,-0.044
13.33500,4.096,0.022
13.34000,4.093,0.088
13.34500,4.091,0.154
13.35000,4.088,0.219
13.35500,4.086,0.284
13.36000,4.083,0.349
13.36500,4.081,0.413
13.37000,4.078,0.476
13.37500,4.076,0.538
13.38000,4.074,0.600
13.38500,4.072,0.660
13.39000,4.069,0.718
13.39500,4.067,0.776
13.40000,4.064,0.832
13.40500,4.062,0.886
13.41000,4.060,0.939
13.41500,4.057,0.990
13.42000,4.055,1.038
13.42500,4.053,1.085
13.43000,4.051,1.130
13.43500,4.050,1.173
13.44000,4.049,1.213
13.44500,4.047,1.251
13.45000,4.046,1.286
13.45500,4.045,1.319
13.46000,4.044,1.350
13.46500,4.043,1.377
13.47000,4.042,1.402
13.47500,4.041,1.425
13.48000,4.041,1.444
13.48500,4.040,1.461
13.49000,4.040,1.474
13.49500,4.040,1.485
13.50000,4.040,1.493
13.50500,4.040,1.498
13.51000,4.041,1.500
13.51500,4.041,1.499
13.52000,4.041,1.495
13.52500,4.042,1.488
13.53000,4.042,1.478
13.53500,4.044,1.465
13.54000,4.044,1.449
13.54500,4.045,1.431
13.55000,4.047,1.409
13.55500,4.048,1.385
13.56000,4.049,1.358
13.56500,4.051,1.328
13.57000,4.052,1.296
13.57500,4.054,1.260
13.58000,4.055,1.223
13.58500,4.057,1.183
13.59000,4.059,1.140
13.59500,4.060,1.096
13.60000,4.062,1.049
13.60500,4.064,1.000
13.61000,4.066,0.948
13.61500,4.068,0.895
13.62000,4.070,0.840
13.62500,4.072,0.784
13.63000,4.074,0.726
13.63500,4.076,0.666
13.64000,4.078,0.605
13.64500,4.081,0.543
13.65000,4.083,0.479
13.65500,4.085,0.415
13.66000,4.087,0.350
13.66500,4.089,0.284
13.67000,4.092,0.217
13.67500,4.093,0.150
13.68000,4.096,0.083
13.68500,4.098,0.015
13.69000,4.100,-0.052
13.69500,4.103,-0.120
13.70000,4.105,-0.187
13.70500,4.107,-0.254
13.71000,4.109,-0.320
13.71500,4.111,-0.386
13.72000,4.113,-0.451
13.72500,4.116,-0.515
13.73000,4.118,-0.578
13.73500,4.120,-0.640
13.74000,4.122,-0.701
13.74500,4.124,-0.760
13.75000,4.126,-0.818
13.75500,4.128,-0.874
13.76000,4.130,-0.928
13.76500,4.132,-0.981
13.77000,4.134,-1.031
13.77500,4.136,-1.079
13.78000,4.138,-1.126
13.78500,4.139,-1.169
13.79000,4.141,-1.211
13.79500,4.143,-1.250
13.80000,4.143,-1.286
13.80500,4.143,-1.320
13.81000,4.143,-1.351
13.81500,4.143,-1.379
13.82000,4.143,-1.404
13.82500,4.144,-1.427
13.83000,4.145,-1.446
13.83500,4.145,-1.463
13.84000,4.146,-1.477
13.84500,4.146,-1.487
13.85000,4.146,-1.494
13.85500,4.146,-1.499
13.86000,4.146,-1.500
13.86500,4.145,-1.498
13.87000,4.145,-1.493
13.87500,4.144,-1.485
13.88000,4.144,-1.474
13.88500,4.143,-1.459
13.89000,4.141,-1.442
13.89500,4.141,-1.422
13.90000,4.139,-1.398
13.90500,4.138,-1.372
13.91000,4.136,-1.343
13.91500,4.134,-1.311
13.92000,4.133,-1.276
13.92500,4.131,-1.239
13.93000,4.129,-1.198
13.93500,4.127,-1.156
13.94000,4.125,-1.111
13.94500,4.124,-1.064
13.95000,4.122,-1.014
13.95500,4.120,-0.962
13.96000,4.118,-0.908
13.96500,4.116,-0.853
13.97000,4.113,-0.795
13.97500,4.111,-0.736
13.98000,4.109,-0.675
13.98500,4.106,-0.613
13.99000,4.104,-0.549
13.99500,4.102,-0.484
14.00000,4.100,-0.418
14.00500,4.097,-0.352
14.01000,4.095,-0.284
14.01500,4.093,-0.216
14.02000,4.090,-0.148
14.02500,4.088,-0.079
14.03000,4.085,-0.009
14.03500,4.083,0.060
14.04000,4.080,0.129
14.04500,4.078,0.198
14.05000,4.076,0.266
14.05500,4.073,0.334
14.06000,4.071,0.401
14.06500,4.069,0.467
14.07000,4.067,0.533
14.07500,4.064,0.597
14.08000,4.062,0.660
14.08500,4.059,0.722
14.09000,4.057,0.782
14.09500,4.055,0.840
14.10000,4.052,0.897
14.10500,4.050,0.951
14.11000,4.048,1.004
14.11500,4.045,1.055
14.12000,4.044,1.103
14.12500,4.041,1.149
14.13000,4.039,1.193
14.13500,4.037,1.234
14.14000,4.036,1.272
14.14500,4.034,1.307
14.15000,4.033,1.340
14.15500,4.032,1.370
14.16000,4.031,1.397
14.16500,4.030,1.421
14.17000,4.029,1.442
14.17500,4.028,1.459
14.18000,4.027,1.474
14.18500,4.027,1.485
14.19000,4.027,1.493
14.19500,4.026,1.498
14.20000,4.026,1.500
14.20500,4.026,1.498
14.21000,4.026,1.494
14.21500,4.026,1.485
14.22000,4.026,1.474
14.22500,4.027,1.459
14.23000,4.027,1.442
14.23500,4.028,1.421
14.24000,4.029,1.397
14.24500,4.030,1.370
14.25000,4.031,1.339
14.25500,4.032,1.306
14.26000,4.034,1.271
14.26500,4.035,1.232
14.27000,4.036,1.190
14.27500,4.037,1.146
14.28000,4.039,1.100
14.28500,4.041,1.051
14.29000,4.042,0.999
14.29500,4.044,0.946
14.30000,4.045,0.890
14.30500,4.047,0.832
14.31000,4.049,0.773
14.31500,4.050,0.712
14.32000,4.052,0.649
14.32500,4.054,0.585
14.33000,4.056,0.519
14.33500,4.058,0.452
14.34000,4.060,0.385
14.34500,4.062,0.316
14.35000,4.064,0.247
14.35500,4.065,0.177
14.36000,4.067,0.106
14.36500,4.069,0.036
14.37000,4.071,-0.035
14.37500,4.073,-0.106
14.38000,4.075,-0.176
14.38500,4.077,-0.246
14.39000,4.079,-0.316
14.39500,4.080,-0.385
14.40000,4.083,-0.453
14.40500,4.085,-0.520
14.41000,4.086,-0.586
14.41500,4.088,-0.650
14.42000,4.090,-0.714
14.42500,4.092,-0.775
14.43000,4.094,-0.835
14.43500,4.095,-0.893
14.44000,4.097,-0.949
14.44500,4.099,-1.003
14.45000,4.100,-1.055
14.45500,4.102,-1.104
14.46000,4.104,-1.151
14.46500,4.105,-1.195
14.47000,4.106,-1.237
14.47500,4.106,-1.276
14.48000,4.106,-1.312
14.48500,4.105,-1.345
14.49000,4.105,-1.375
14.49500,4.106,-1.402
14.50000,4.107,-1.426
14.50500,4.108,-1.446
14.51000,4.108,-1.464
14.51500,4.109,-1.478
14.52000,4.109,-1.488
14.52500,4.109,-1.495
14.53000,4.108,-1.499
14.53500,4.108,-1.500
14.54000,4.108,-1.497
14.54500,4.108,-1.491
14.55000,4.107,-1.481
14.55500,4.106,-1.468
14.56000,4.105,-1.451
14.56500,4.104,-1.431
14.57000,4.103,-1.408
14.57500,4.101,-1.382
14.58000,4.100,-1.353
14.58500,4.098,-1.320
14.59000,4.097,-1.285
14.59500,4.095,-1.246
14.60000,4.093,-1.205
14.60500,4.092,-1.161
14.61000,4.090,-1.114
14.61500,4.088,-1.065
14.62000,4.087,-1.013
14.62500,4.085,-0.959
14.63000,4.083,-0.902
14.63500,4.081,-0.844
14.64000,4.078,-0.783
14.64500,4.077,-0.721
14.65000,4.074,-0.657
14.65500,4.072,-0.591
14.66000,4.070,-0.525
14.66500,4.068,-0.457
14.67000,4.065,-0.387
14.67500,4.063,-0.317
14.68000,4.061,-0.246
14.68500,4.059,-0.175
14.69000,4.057,-0.103
14.69500,4.054,-0.031
14.70000,4.052,0.041
14.70500,4.050,0.113
14.71000,4.048,0.185
14.71500,4.045,0.257
14.72000,4.043,0.328
14.72500,4.041,0.398
14.73000,4.039,0.467
14.73500,4.036,0.536
14.74000,4.034,0.603
14.74500,4.032,0.668
14.75000,4.030,0.732
14.75500,4.027,0.795
14.76000,4.025,0.855
14.76500,4.023,0.914
14.77000,4.021,0.970
14.77500,4.019,1.024
14.78000,4.017,1.076
14.78500,4.015,1.126
14.79000,4.013,1.172
14.79500,4.012,1.216
14.80000,4.011,1.257
14.80500,4.010,1.295
14.81000,4.009,1.331
14.81500,4.008,1.363
14.82000,4.007,1.391
14.82500,4.006,1.417
14.83000,4.006,1.439
14.83500,4.005,1.458
14.84000,4.005,1.473
14.84500,4.005,1.485
14.85000,4.005,1.494
14.85500,4.005,1.499
14.86000,4.005,1.500
14.86500,4.005,1.498
14.87000,4.006,1.492
14.87500,4.006,1.483
14.88000,4.007,1.470
14.88500,4.008,1.454
14.89000,4.009,1.434
14.89500,4.010,1.411
14.90000,4.011,1.384
14.90500,4.013,1.354
14.91000,4.014,1.321
14.91500,4.015,1.285
14.92000,4.017,1.246
14.92500,4.019,1.203
14.93000,4.021,1.158
14.93500,4.022,1.110
14.94000,4.024,1.059
14.94500,4.026,1.006
14.95000,4.027,0.951
14.95500,4.029,0.893
14.96000,4.031,0.833
14.96500,4.033,0.771
14.97000,4.035,0.707
14.97500,4.037,0.641
14.98000,4.039,0.574
14.98500,4.041,0.505
14.99000,4.043,0.435
14.99500,4.045,0.364
15.00000,4.047,0.293
15.00500,4.049,0.220
15.01000,4.052,0.147
15.01500,4.054,0.073
15.02000,4.056,-0.000
15.02500,4.058,-0.074
15.03000,4.060,-0.147
15.03500,4.062,-0.221
15.04000,4.064,-0.293
15.04500,4.066,-0.365
15.05000,4.069,-0.437
15.05500,4.071,-0.507
15.06000,4.073,-0.576
15.06500,4.075,-0.643
15.07000,4.077,-0.709
15.07500,4.078,-0.773
15.08000,4.081,-0.836
15.08500,4.083,-0.896
15.09000,4.085,-0.954
15.09500,4.087,-1.010
15.10000,4.089,-1.064
15.10500,4.091,-1.115
15.11000,4.092,-1.163
15.11500,4.094,-1.208
15.12000,4.096,-1.251
15.12500,4.096,-1.290
15.13000,4.096,-1.327
15.13500,4.095,-1.360
15.14000,4.095,-1.389
15.14500,4.095,-1.416
15.15000,4.096,-1.438
15.15500,4.097,-1.458
15.16000,4.098,-1.473
15.16500,4.098,-1.486
15.17000,4.098,-1.494
15.17500,4.099,-1.499
15.18000,4.099,-1.500
15.18500,4.098,-1.497
15.19000,4.098,-1.491
15.19500,4.098,-1.481
15.20000,4.097,-1.467
15.20500,4.096,-1.450
15.21000,4.096,-1.429
15.21500,4.095,-1.405
15.22000,4.093,-1.377
15.22500,4.092,-1.346
15.23000,4.091,-1.311
15.23500,4.089,-1.273
15.24000,4.087,-1.232
15.24500,4.086,-1.188
15.25000,4.084,-1.141
15.25500,4.082,-1.091
15.26000,4.080,-1.038
15.26500,4.079,-0.983
15.27000,4.077,-0.925
15.27500,4.075,-0.865
15.28000,4.073,-0.803
15.28500,4.071,-0.739
15.29000,4.069,-0.673
15.29500,4.067,-0.605
15.30000,4.065,-0.536
15.30500,4.063,-0.465
15.31000,4.060,-0.393
15.31500,4.059,-0.320
15.32000,4.057,-0.246
15.32500,4.054,-0.172
15.33000,4.052,-0.097
15.33500,4.050,-0.022
15.34000,4.048,0.053
15.34500,4.045,0.128
15.35000,4.043,0.203
15.35500,4.041,0.277
15.36000,4.039,0.351
15.36500,4.037,0.424
15.37000,4.035,0.495
15.37500,4.033,0.566
15.38000,4.031,0.635
15.38500,4.028,0.702
15.39000,4.026,0.768
15.39500,4.024,0.832
15.40000,4.022,0.893
15.40500,4.020,0.953
15.41000,4.017,1.010
15.41500,4.016,1.065
15.42000,4.014,1.116
15.42500,4.012,1.165
15.43000,4.010,1.212
15.43500,4.008,1.255
15.44000,4.007,1.294
15.44500,4.006,1.331
15.45000,4.004,1.364
15.45500,4.004,1.394
15.46000,4.003,1.420
15.46500,4.003,1.443
15.47000,4.002,1.462
15.47500,4.001,1.477
15.48000,4.001,1.488
15.48500,4.000,1.496
15.49000,3.999,1.500
15.49500,3.999,1.499
15.50000,3.999,1.496
15.50500,3.999,1.488
15.51000,3.999,1.476
15.51500,3.999,1.461
15.52000,3.999,1.442
15.52500,4.000,1.419
15.53000,4.001,1.393
15.53500,4.001,1.363
15.54000,4.002,1.329
15.54500,4.003,1.292
15.55000,4.004,1.252
15.55500,4.005,1.208
15.56000,4.006,1.162
15.56500,4.007,1.112
15.57000,4.008,1.059
15.57500,4.010,1.004
15.58000,4.011,0.946
15.58500,4.013,0.886
15.59000,4.014,0.823
15.59500,4.015,0.758
15.60000,4.016,0.691
15.60500,4.017,0.622
15.61000,4.019,0.552
15.61500,4.020,0.480
15.62000,4.022,0.407
15.62500,4.024,0.333
15.63000,4.025,0.258
15.63500,4.027,0.182
15.64000,4.028,0.106
15.64500,4.030,0.030
15.65000,4.031,-0.047
15.65500,4.033,-0.123
15.66000,4.034,-0.200
15.66500,4.036,-0.275
15.67000,4.037,-0.350
15.67500,4.039,-0.424
15.68000,4.040,-0.497
15.68500,4.042,-0.569
15.69000,4.044,-0.639
15.69500,4.045,-0.708
15.70000,4.046,-0.775
15.70500,4.047,-0.840
